+---------+-------+------------+--------------+----------------+--------------+-------------+-----------------+------------+--------------+------------------+---------------+----------+----------------+------------------+
|   LAYER | EPOCH | DATE       | VAULTNEWVEST | VAULTTOTALVEST | VAULTPCTVEST | VAULTTOTAL  | SUBSIDYPERLAYER | SUBSIDYNEW | SUBSIDYTOTAL | CIRCULATINGTOTAL | ISSUANCETOTAL | PCTVAULT | PCTCIRCULATING | PCTFINALISSUANCE |
|  814464 |   202 | 2031-05-09 |            0 |    150,000,000 |      100.00% | 150,000,000 |             401 |  1,620,698 |  357,233,022 |      507,233,022 |   507,233,022 |   29.57% |        100.00% |           21.13% |
|  818496 |   203 | 2031-05-23 |            0 |    150,000,000 |      100.00% | 150,000,000 |             401 |  1,619,311 |  358,852,334 |      508,852,334 |   508,852,334 |   29.48% |        100.00% |           21.20% |
|  822528 |   204 | 2031-06-06 |            0 |    150,000,000 |      100.00% | 150,000,000 |             401 |  1,617,926 |  360,470,260 |      510,470,260 |   510,470,260 |   29.38% |        100.00% |           21.27% |
|  826560 |   205 | 2031-06-20 |            0 |    150,000,000 |      100.00% | 150,000,000 |             400 |  1,616,541 |  362,086,802 |      512,086,802 |   512,086,802 |   29.29% |        100.00% |           21.34% |
|  830592 |   206 | 2031-07-04 |            0 |    150,000,000 |      100.00% | 150,000,000 |             400 |  1,615,158 |  363,701,961 |      513,701,961 |   513,701,961 |   29.20% |        100.00% |           21.40% |
|  834624 |   207 | 2031-07-18 |            0 |    150,000,000 |      100.00% | 150,000,000 |             400 |  1,613,777 |  365,315,738 |      515,315,738 |   515,315,738 |   29.11% |        100.00% |           21.47% |
|  838656 |   208 | 2031-08-01 |            0 |    150,000,000 |      100.00% | 150,000,000 |             399 |  1,612,396 |  366,928,135 |      516,928,135 |   516,928,135 |   29.02% |        100.00% |           21.54% |
|  842688 |   209 | 2031-08-15 |            0 |    150,000,000 |      100.00% | 150,000,000 |             399 |  1,611,017 |  368,539,152 |      518,539,152 |   518,539,152 |   28.93% |        100.00% |           21.61% |
|  846720 |   210 | 2031-08-29 |            0 |    150,000,000 |      100.00% | 150,000,000 |             399 |  1,609,638 |  370,148,791 |      520,148,791 |   520,148,791 |   28.84% |        100.00% |           21.67% |
|  850752 |   211 | 2031-09-12 |            0 |    150,000,000 |      100.00% | 150,000,000 |             398 |  1,608,261 |  371,757,052 |      521,757,052 |   521,757,052 |   28.75% |        100.00% |           21.74% |
|  854784 |   212 | 2031-09-26 |            0 |    150,000,000 |      100.00% | 150,000,000 |             398 |  1,606,885 |  373,363,938 |      523,363,938 |   523,363,938 |   28.66% |        100.00% |           21.81% |
|  858816 |   213 | 2031-10-10 |            0 |    150,000,000 |      100.00% | 150,000,000 |             398 |  1,605,511 |  374,969,449 |      524,969,449 |   524,969,449 |   28.57% |        100.00% |           21.87% |
|  862848 |   214 | 2031-10-24 |            0 |    150,000,000 |      100.00% | 150,000,000 |             397 |  1,604,137 |  376,573,587 |      526,573,587 |   526,573,587 |   28.49% |        100.00% |           21.94% |
|  866880 |   215 | 2031-11-07 |            0 |    150,000,000 |      100.00% | 150,000,000 |             397 |  1,602,765 |  378,176,352 |      528,176,352 |   528,176,352 |   28.40% |        100.00% |           22.01% |
|  870912 |   216 | 2031-11-21 |            0 |    150,000,000 |      100.00% | 150,000,000 |             397 |  1,601,393 |  379,777,746 |      529,777,746 |   529,777,746 |   28.31% |        100.00% |           22.07% |
|  874944 |   217 | 2031-12-05 |            0 |    150,000,000 |      100.00% | 150,000,000 |             396 |  1,600,023 |  381,377,770 |      531,377,770 |   531,377,770 |   28.23% |        100.00% |           22.14% |
|  878976 |   218 | 2031-12-19 |            0 |    150,000,000 |      100.00% | 150,000,000 |             396 |  1,598,655 |  382,976,425 |      532,976,425 |   532,976,425 |   28.14% |        100.00% |           22.21% |
|  883008 |   219 | 2032-01-02 |            0 |    150,000,000 |      100.00% | 150,000,000 |             395 |  1,597,287 |  384,573,712 |      534,573,712 |   534,573,712 |   28.06% |        100.00% |           22.27% |
|  887040 |   220 | 2032-01-16 |            0 |    150,000,000 |      100.00% | 150,000,000 |             395 |  1,595,920 |  386,169,633 |      536,169,633 |   536,169,633 |   27.98% |        100.00% |           22.34% |
|  891072 |   221 | 2032-01-30 |            0 |    150,000,000 |      100.00% | 150,000,000 |             395 |  1,594,555 |  387,764,189 |      537,764,189 |   537,764,189 |   27.89% |        100.00% |           22.41% |
|  895104 |   222 | 2032-02-13 |            0 |    150,000,000 |      100.00% | 150,000,000 |             394 |  1,593,191 |  389,357,380 |      539,357,380 |   539,357,380 |   27.81% |        100.00% |           22.47% |
|  899136 |   223 | 2032-02-27 |            0 |    150,000,000 |      100.00% | 150,000,000 |             394 |  1,591,828 |  390,949,208 |      540,949,208 |   540,949,208 |   27.73% |        100.00% |           22.54% |
|  903168 |   224 | 2032-03-12 |            0 |    150,000,000 |      100.00% | 150,000,000 |             394 |  1,590,466 |  392,539,675 |      542,539,675 |   542,539,675 |   27.65% |        100.00% |           22.61% |
|  907200 |   225 | 2032-03-26 |            0 |    150,000,000 |      100.00% | 150,000,000 |             393 |  1,589,105 |  394,128,781 |      544,128,781 |   544,128,781 |   27.57% |        100.00% |           22.67% |
|  911232 |   226 | 2032-04-09 |            0 |    150,000,000 |      100.00% | 150,000,000 |             393 |  1,587,746 |  395,716,527 |      545,716,527 |   545,716,527 |   27.49% |        100.00% |           22.74% |
|  915264 |   227 | 2032-04-23 |            0 |    150,000,000 |      100.00% | 150,000,000 |             393 |  1,586,387 |  397,302,915 |      547,302,915 |   547,302,915 |   27.41% |        100.00% |           22.80% |
|  919296 |   228 | 2032-05-07 |            0 |    150,000,000 |      100.00% | 150,000,000 |             392 |  1,585,030 |  398,887,945 |      548,887,945 |   548,887,945 |   27.33% |        100.00% |           22.87% |
|  923328 |   229 | 2032-05-21 |            0 |    150,000,000 |      100.00% | 150,000,000 |             392 |  1,583,674 |  400,471,620 |      550,471,620 |   550,471,620 |   27.25% |        100.00% |           22.94% |
|  927360 |   230 | 2032-06-04 |            0 |    150,000,000 |      100.00% | 150,000,000 |             392 |  1,582,319 |  402,053,940 |      552,053,940 |   552,053,940 |   27.17% |        100.00% |           23.00% |
|  931392 |   231 | 2032-06-18 |            0 |    150,000,000 |      100.00% | 150,000,000 |             391 |  1,580,966 |  403,634,906 |      553,634,906 |   553,634,906 |   27.09% |        100.00% |           23.07% |
|  935424 |   232 | 2032-07-02 |            0 |    150,000,000 |      100.00% | 150,000,000 |             391 |  1,579,613 |  405,214,519 |      555,214,519 |   555,214,519 |   27.02% |        100.00% |           23.13% |
|  939456 |   233 | 2032-07-16 |            0 |    150,000,000 |      100.00% | 150,000,000 |             391 |  1,578,262 |  406,792,782 |      556,792,782 |   556,792,782 |   26.94% |        100.00% |           23.20% |
|  943488 |   234 | 2032-07-30 |            0 |    150,000,000 |      100.00% | 150,000,000 |             390 |  1,576,911 |  408,369,693 |      558,369,693 |   558,369,693 |   26.86% |        100.00% |           23.27% |
|  947520 |   235 | 2032-08-13 |            0 |    150,000,000 |      100.00% | 150,000,000 |             390 |  1,575,562 |  409,945,256 |      559,945,256 |   559,945,256 |   26.79% |        100.00% |           23.33% |
|  951552 |   236 | 2032-08-27 |            0 |    150,000,000 |      100.00% | 150,000,000 |             390 |  1,574,214 |  411,519,471 |      561,519,471 |   561,519,471 |   26.71% |        100.00% |           23.40% |
|  955584 |   237 | 2032-09-10 |            0 |    150,000,000 |      100.00% | 150,000,000 |             389 |  1,572,868 |  413,092,339 |      563,092,339 |   563,092,339 |   26.64% |        100.00% |           23.46% |
|  959616 |   238 | 2032-09-24 |            0 |    150,000,000 |      100.00% | 150,000,000 |             389 |  1,571,522 |  414,663,861 |      564,663,861 |   564,663,861 |   26.56% |        100.00% |           23.53% |
|  963648 |   239 | 2032-10-08 |            0 |    150,000,000 |      100.00% | 150,000,000 |             389 |  1,570,177 |  416,234,039 |      566,234,039 |   566,234,039 |   26.49% |        100.00% |           23.59% |
|  967680 |   240 | 2032-10-22 |            0 |    150,000,000 |      100.00% | 150,000,000 |             388 |  1,568,834 |  417,802,874 |      567,802,874 |   567,802,874 |   26.42% |        100.00% |           23.66% |
|  971712 |   241 | 2032-11-05 |            0 |    150,000,000 |      100.00% | 150,000,000 |             388 |  1,567,492 |  419,370,366 |      569,370,366 |   569,370,366 |   26.34% |        100.00% |           23.72% |
|  975744 |   242 | 2032-11-19 |            0 |    150,000,000 |      100.00% | 150,000,000 |             388 |  1,566,151 |  420,936,518 |      570,936,518 |   570,936,518 |   26.27% |        100.00% |           23.79% |
|  979776 |   243 | 2032-12-03 |            0 |    150,000,000 |      100.00% | 150,000,000 |             387 |  1,564,811 |  422,501,329 |      572,501,329 |   572,501,329 |   26.20% |        100.00% |           23.85% |
|  983808 |   244 | 2032-12-17 |            0 |    150,000,000 |      100.00% | 150,000,000 |             387 |  1,563,472 |  424,064,802 |      574,064,802 |   574,064,802 |   26.13% |        100.00% |           23.92% |
|  987840 |   245 | 2032-12-31 |            0 |    150,000,000 |      100.00% | 150,000,000 |             387 |  1,562,135 |  425,626,937 |      575,626,937 |   575,626,937 |   26.06% |        100.00% |           23.98% |
|  991872 |   246 | 2033-01-14 |            0 |    150,000,000 |      100.00% | 150,000,000 |             386 |  1,560,798 |  427,187,736 |      577,187,736 |   577,187,736 |   25.99% |        100.00% |           24.05% |
|  995904 |   247 | 2033-01-28 |            0 |    150,000,000 |      100.00% | 150,000,000 |             386 |  1,559,463 |  428,747,200 |      578,747,200 |   578,747,200 |   25.92% |        100.00% |           24.11% |
|  999936 |   248 | 2033-02-11 |            0 |    150,000,000 |      100.00% | 150,000,000 |             386 |  1,558,129 |  430,305,329 |      580,305,329 |   580,305,329 |   25.85% |        100.00% |           24.18% |
| 1003968 |   249 | 2033-02-25 |            0 |    150,000,000 |      100.00% | 150,000,000 |             385 |  1,556,796 |  431,862,125 |      581,862,125 |   581,862,125 |   25.78% |        100.00% |           24.24% |
| 1008000 |   250 | 2033-03-11 |            0 |    150,000,000 |      100.00% | 150,000,000 |             385 |  1,555,464 |  433,417,590 |      583,417,590 |   583,417,590 |   25.71% |        100.00% |           24.31% |
| 1012032 |   251 | 2033-03-25 |            0 |    150,000,000 |      100.00% | 150,000,000 |             385 |  1,554,133 |  434,971,723 |      584,971,723 |   584,971,723 |   25.64% |        100.00% |           24.37% |
| 1016064 |   252 | 2033-04-08 |            0 |    150,000,000 |      100.00% | 150,000,000 |             384 |  1,552,804 |  436,524,527 |      586,524,527 |   586,524,527 |   25.57% |        100.00% |           24.44% |
| 1020096 |   253 | 2033-04-22 |            0 |    150,000,000 |      100.00% | 150,000,000 |             384 |  1,551,475 |  438,076,003 |      588,076,003 |   588,076,003 |   25.51% |        100.00% |           24.50% |
| 1024128 |   254 | 2033-05-06 |            0 |    150,000,000 |      100.00% | 150,000,000 |             384 |  1,550,148 |  439,626,151 |      589,626,151 |   589,626,151 |   25.44% |        100.00% |           24.57% |
| 1028160 |   255 | 2033-05-20 |            0 |    150,000,000 |      100.00% | 150,000,000 |             383 |  1,548,822 |  441,174,973 |      591,174,973 |   591,174,973 |   25.37% |        100.00% |           24.63% |
| 1032192 |   256 | 2033-06-03 |            0 |    150,000,000 |      100.00% | 150,000,000 |             383 |  1,547,496 |  442,722,470 |      592,722,470 |   592,722,470 |   25.31% |        100.00% |           24.70% |
| 1036224 |   257 | 2033-06-17 |            0 |    150,000,000 |      100.00% | 150,000,000 |             383 |  1,546,173 |  444,268,643 |      594,268,643 |   594,268,643 |   25.24% |        100.00% |           24.76% |
| 1040256 |   258 | 2033-07-01 |            0 |    150,000,000 |      100.00% | 150,000,000 |             382 |  1,544,850 |  445,813,493 |      595,813,493 |   595,813,493 |   25.18% |        100.00% |           24.83% |
| 1044288 |   259 | 2033-07-15 |            0 |    150,000,000 |      100.00% | 150,000,000 |             382 |  1,543,528 |  447,357,022 |      597,357,022 |   597,357,022 |   25.11% |        100.00% |           24.89% |
| 1048320 |   260 | 2033-07-29 |            0 |    150,000,000 |      100.00% | 150,000,000 |             382 |  1,542,208 |  448,899,230 |      598,899,230 |   598,899,230 |   25.05% |        100.00% |           24.95% |
| 1051200 |   260 | 2033-08-08 |            0 |    150,000,000 |      100.00% | 150,000,000 |             382 |  1,100,769 |  450,000,000 |      600,000,000 |   600,000,000 |   25.00% |        100.00% |           25.00% |
+---------+-------+------------+--------------+----------------+--------------+-------------+-----------------+------------+--------------+------------------+---------------+----------+----------------+------------------+
Please note:
- All figures in SMESH (rounded down)
- No coins are issued until effective genesis, two epochs post-genesis
- Dates are accurate, layer and epoch numbers count from effective genesis
- Figures represent maximum issuance (and do not account for empty layers)

